,date,running_banner,type,wish,rarity,weapon,element,sex
645,2021-03-12,Moment of Bloom,weapon,Debate Club,3,Claymore,None,None
646,2021-03-12,Moment of Bloom,char,Xiangling,4,Polearm,Pyro,F
647,2021-03-12,Moment of Bloom,weapon,Emerald Orb,3,Catalyst,None,None
648,2021-03-12,Moment of Bloom,weapon,Cool Steel,3,Sword,None,None
649,2021-03-12,Moment of Bloom,weapon,Debate Club,3,Claymore,None,None
650,2021-03-20,Ballad in Goblets,char,Razor,4,Claymore,Electro,M
651,2021-03-20,Ballad in Goblets,weapon,Harbinger of Dawn,3,Sword,None,None
652,2021-03-20,Ballad in Goblets,weapon,Debate Club,3,Claymore,None,None
653,2021-03-20,Ballad in Goblets,weapon,Skyrider Sword,3,Sword,None,None
654,2021-03-20,Ballad in Goblets,weapon,Skyrider Sword,3,Sword,None,None
655,2021-03-20,Ballad in Goblets,weapon,Black Tassel,3,Polearm,None,None
656,2021-03-20,Ballad in Goblets,weapon,Harbinger of Dawn,3,Sword,None,None
657,2021-03-20,Ballad in Goblets,weapon,Magic Guide,3,Catalyst,None,None
658,2021-03-20,Ballad in Goblets,weapon,Ferrous Shadow,3,Claymore,None,None
659,2021-03-20,Ballad in Goblets,weapon,Black Tassel,3,Polearm,None,None
660,2021-04-05,Ballad in Goblets,char,Kaeya,4,Sword,Cryo,M
661,2021-04-05,Ballad in Goblets,weapon,Sharpshooter's Oath,3,Bow,None,None
662,2021-04-05,Ballad in Goblets,weapon,Harbinger of Dawn,3,Sword,None,None
663,2021-04-05,Ballad in Goblets,weapon,Ferrous Shadow,3,Claymore,None,None
664,2021-04-05,Ballad in Goblets,weapon,Sharpshooter's Oath,3,Bow,None,None
665,2021-04-05,Ballad in Goblets,weapon,Slingshot,3,Bow,None,None
666,2021-04-05,Ballad in Goblets,weapon,Emerald Orb,3,Catalyst,None,None
667,2021-04-05,Ballad in Goblets,weapon,Bloodtainted Greatsword,3,Claymore,None,None
668,2021-04-05,Ballad in Goblets,weapon,Magic Guide,3,Catalyst,None,None
669,2021-04-05,Ballad in Goblets,char,Jean,5,Sword,Anemo,F
670,2021-04-12,Farewell to Snezhnaya,char,Fischl,4,Bow,Electro,F
671,2021-04-12,Farewell to Snezhnaya,weapon,Cool Steel,3,Sword,None,None
672,2021-04-12,Farewell to Snezhnaya,weapon,Debate Club,3,Claymore,None,None
673,2021-04-12,Farewell to Snezhnaya,weapon,Cool Steel,3,Sword,None,None
674,2021-04-12,Farewell to Snezhnaya,weapon,Skyrider Sword,3,Sword,None,None
675,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
676,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
677,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
678,2021-05-01,Gentry of Hermitage,char,Lisa,4,Catalyst,Electro,F
679,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
680,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
681,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
682,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
683,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
684,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
685,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
686,2021-05-01,Gentry of Hermitage,char,Yanfei,4,Catalyst,Pyro,F
687,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
688,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
689,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
690,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
691,2021-05-01,Gentry of Hermitage,char,Barbara,4,Catalyst,Hydro,F
692,2021-05-01,Gentry of Hermitage,weapon,Cool Steel,3,Sword,None,None
693,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
694,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
695,2021-05-01,Gentry of Hermitage,weapon,Bloodtainted Greatsword,3,Claymore,None,None
696,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
697,2021-05-01,Gentry of Hermitage,weapon,Sharpshooter's Oath,3,Bow,None,None
698,2021-05-01,Gentry of Hermitage,char,Noelle,4,Claymore,Geo,F
699,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
700,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
701,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
702,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
703,2021-05-01,Gentry of Hermitage,weapon,Bloodtainted Greatsword,3,Claymore,None,None
704,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
705,2021-05-01,Gentry of Hermitage,weapon,Cool Steel,3,Sword,None,None
706,2021-05-01,Gentry of Hermitage,weapon,Emerald Orb,3,Catalyst,None,None
707,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
708,2021-05-01,Gentry of Hermitage,char,Bennett,4,Sword,Pyro,M
709,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
710,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
711,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
712,2021-05-01,Gentry of Hermitage,weapon,Cool Steel,3,Sword,None,None
713,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
714,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
715,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
716,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
717,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
718,2021-05-01,Gentry of Hermitage,char,Yanfei,4,Catalyst,Pyro,F
719,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
720,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
721,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
722,2021-05-01,Gentry of Hermitage,weapon,Bloodtainted Greatsword,3,Claymore,None,None
723,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
724,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
725,2021-05-01,Gentry of Hermitage,weapon,Emerald Orb,3,Catalyst,None,None
726,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
727,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
728,2021-05-01,Gentry of Hermitage,char,Noelle,4,Claymore,Geo,F
729,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
730,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
731,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
732,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
733,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
734,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
735,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
736,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
737,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
738,2021-05-01,Gentry of Hermitage,weapon,Rust,4,Bow,None,None
739,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
740,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
741,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
742,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
743,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
744,2021-05-01,Gentry of Hermitage,weapon,Bloodtainted Greatsword,3,Claymore,None,None
745,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
746,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
747,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
748,2021-05-01,Gentry of Hermitage,char,Diona,4,Bow,Cryo,F
749,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
750,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
751,2021-05-01,Gentry of Hermitage,weapon,Emerald Orb,3,Catalyst,None,None
752,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
753,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
754,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
755,2021-05-01,Gentry of Hermitage,weapon,Emerald Orb,3,Catalyst,None,None
756,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
757,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
758,2021-05-01,Gentry of Hermitage,weapon,Rust,4,Bow,None,None
759,2021-05-01,Gentry of Hermitage,char,Zhongli,5,Polearm,Geo,M
760,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
761,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
762,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
763,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
764,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
765,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
766,2021-05-01,Gentry of Hermitage,weapon,Sharpshooter's Oath,3,Bow,None,None
767,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
768,2021-05-01,Gentry of Hermitage,char,Yanfei,4,Catalyst,Pyro,F
769,2021-05-01,Gentry of Hermitage,weapon,Cool Steel,3,Sword,None,None
770,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
771,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
772,2021-05-01,Gentry of Hermitage,weapon,Bloodtainted Greatsword,3,Claymore,None,None
773,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
774,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
775,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
776,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
777,2021-05-01,Gentry of Hermitage,weapon,Cool Steel,3,Sword,None,None
778,2021-05-01,Gentry of Hermitage,weapon,Eye of Perception,4,Catalyst,None,None
779,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
780,2021-05-01,Gentry of Hermitage,weapon,Sharpshooter's Oath,3,Bow,None,None
781,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
782,2021-05-01,Gentry of Hermitage,weapon,Bloodtainted Greatsword,3,Claymore,None,None
783,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
784,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
785,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
786,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
787,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
788,2021-05-01,Gentry of Hermitage,char,Yanfei,4,Catalyst,Pyro,F
789,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
790,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
791,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
792,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
793,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
794,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
795,2021-05-01,Gentry of Hermitage,weapon,Bloodtainted Greatsword,3,Claymore,None,None
796,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
797,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
798,2021-05-01,Gentry of Hermitage,weapon,Favonius Lance,4,Polearm,None,None
799,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
800,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
801,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
802,2021-05-01,Gentry of Hermitage,weapon,Cool Steel,3,Sword,None,None
803,2021-05-01,Gentry of Hermitage,weapon,Emerald Orb,3,Catalyst,None,None
804,2021-05-01,Gentry of Hermitage,weapon,Emerald Orb,3,Catalyst,None,None
805,2021-05-01,Gentry of Hermitage,weapon,Cool Steel,3,Sword,None,None
806,2021-05-01,Gentry of Hermitage,weapon,Emerald Orb,3,Catalyst,None,None
807,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
808,2021-05-01,Gentry of Hermitage,char,Diona,4,Bow,Cryo,F
809,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
810,2021-05-01,Gentry of Hermitage,weapon,Bloodtainted Greatsword,3,Claymore,None,None
811,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
812,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
813,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
814,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
815,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
816,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
817,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
818,2021-05-01,Gentry of Hermitage,char,Diona,4,Bow,Cryo,F
819,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
820,2021-05-01,Gentry of Hermitage,weapon,Dragon's Bane,4,Polearm,None,None
821,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
822,2021-05-01,Gentry of Hermitage,weapon,Emerald Orb,3,Catalyst,None,None
823,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
824,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
825,2021-05-01,Gentry of Hermitage,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
826,2021-05-01,Gentry of Hermitage,weapon,Bloodtainted Greatsword,3,Claymore,None,None
827,2021-05-01,Gentry of Hermitage,weapon,Bloodtainted Greatsword,3,Claymore,None,None
828,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
829,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
830,2021-05-01,Gentry of Hermitage,char,Yanfei,4,Catalyst,Pyro,F
831,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
832,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
833,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
834,2021-05-01,Gentry of Hermitage,weapon,Magic Guide,3,Catalyst,None,None
835,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
836,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
837,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
838,2021-05-01,Gentry of Hermitage,weapon,Favonius Codex,4,Catalyst,None,None
839,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
840,2021-05-01,Gentry of Hermitage,weapon,Cool Steel,3,Sword,None,None
841,2021-05-01,Gentry of Hermitage,weapon,Emerald Orb,3,Catalyst,None,None
842,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
843,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
844,2021-05-01,Gentry of Hermitage,weapon,Debate Club,3,Claymore,None,None
845,2021-05-01,Gentry of Hermitage,weapon,Sharpshooter's Oath,3,Bow,None,None
846,2021-05-01,Gentry of Hermitage,weapon,Black Tassel,3,Polearm,None,None
847,2021-05-01,Gentry of Hermitage,weapon,Ferrous Shadow,3,Claymore,None,None
848,2021-05-01,Gentry of Hermitage,char,Yanfei,4,Catalyst,Pyro,F
849,2021-05-01,Gentry of Hermitage,char,Diluc,5,Claymore,Pyro,M
850,2021-05-01,Gentry of Hermitage,weapon,Raven Bow,3,Bow,None,None
851,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
852,2021-05-01,Gentry of Hermitage,weapon,Harbinger of Dawn,3,Sword,None,None
853,2021-05-01,Gentry of Hermitage,weapon,Slingshot,3,Bow,None,None
854,2021-05-01,Gentry of Hermitage,weapon,Skyrider Sword,3,Sword,None,None
855,2021-05-20,Born of Ocean Swell,weapon,Raven Bow,3,Bow,None,None
856,2021-05-20,Born of Ocean Swell,weapon,Black Tassel,3,Polearm,None,None
857,2021-05-20,Born of Ocean Swell,weapon,Emerald Orb,3,Catalyst,None,None
858,2021-05-20,Born of Ocean Swell,char,Chongyun,4,Claymore,Cryo,M
859,2021-05-20,Born of Ocean Swell,weapon,Slingshot,3,Bow,None,None
860,2021-05-20,Born of Ocean Swell,weapon,Harbinger of Dawn,3,Sword,None,None
861,2021-05-20,Born of Ocean Swell,char,Beidou,4,Claymore,Electro,F
862,2021-05-20,Born of Ocean Swell,char,Xingqiu,4,Sword,Hydro,M
863,2021-05-20,Born of Ocean Swell,char,Beidou,4,Claymore,Electro,F
864,2021-05-20,Born of Ocean Swell,weapon,Magic Guide,3,Catalyst,None,None
865,2021-05-20,Born of Ocean Swell,weapon,Emerald Orb,3,Catalyst,None,None
866,2021-05-20,Born of Ocean Swell,weapon,Black Tassel,3,Polearm,None,None
867,2021-05-20,Born of Ocean Swell,weapon,Skyrider Sword,3,Sword,None,None
868,2021-05-20,Born of Ocean Swell,weapon,Harbinger of Dawn,3,Sword,None,None
869,2021-05-20,Born of Ocean Swell,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
870,2021-05-20,Born of Ocean Swell,weapon,Ferrous Shadow,3,Claymore,None,None
871,2021-05-20,Born of Ocean Swell,weapon,Harbinger of Dawn,3,Sword,None,None
872,2021-05-20,Born of Ocean Swell,weapon,Sharpshooter's Oath,3,Bow,None,None
873,2021-05-20,Born of Ocean Swell,weapon,The Bell,4,Claymore,None,None
874,2021-05-20,Born of Ocean Swell,weapon,Black Tassel,3,Polearm,None,None
875,2021-05-20,Born of Ocean Swell,weapon,Raven Bow,3,Bow,None,None
876,2021-05-20,Born of Ocean Swell,weapon,Emerald Orb,3,Catalyst,None,None
877,2021-05-20,Born of Ocean Swell,weapon,Magic Guide,3,Catalyst,None,None
878,2021-05-20,Born of Ocean Swell,weapon,Magic Guide,3,Catalyst,None,None
879,2021-05-20,Born of Ocean Swell,weapon,Ferrous Shadow,3,Claymore,None,None
880,2021-05-20,Born of Ocean Swell,weapon,Raven Bow,3,Bow,None,None
881,2021-05-20,Born of Ocean Swell,weapon,Skyrider Sword,3,Sword,None,None
882,2021-05-20,Born of Ocean Swell,weapon,Magic Guide,3,Catalyst,None,None
883,2021-05-20,Born of Ocean Swell,char,Beidou,4,Claymore,Electro,F
884,2021-05-20,Born of Ocean Swell,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
885,2021-05-20,Born of Ocean Swell,weapon,Skyrider Sword,3,Sword,None,None
886,2021-05-20,Born of Ocean Swell,weapon,Debate Club,3,Claymore,None,None
887,2021-05-20,Born of Ocean Swell,weapon,Emerald Orb,3,Catalyst,None,None
888,2021-05-20,Born of Ocean Swell,weapon,Black Tassel,3,Polearm,None,None
889,2021-05-20,Born of Ocean Swell,weapon,Sharpshooter's Oath,3,Bow,None,None
890,2021-05-20,Born of Ocean Swell,weapon,Debate Club,3,Claymore,None,None
891,2021-05-20,Born of Ocean Swell,weapon,Sharpshooter's Oath,3,Bow,None,None
892,2021-05-20,Born of Ocean Swell,weapon,Cool Steel,3,Sword,None,None
893,2021-05-20,Born of Ocean Swell,weapon,Favonius Sword,4,Sword,None,None
894,2021-05-20,Born of Ocean Swell,weapon,Sharpshooter's Oath,3,Bow,None,None
895,2021-05-20,Born of Ocean Swell,weapon,Sharpshooter's Oath,3,Bow,None,None
896,2021-05-20,Born of Ocean Swell,weapon,Bloodtainted Greatsword,3,Claymore,None,None
897,2021-05-20,Born of Ocean Swell,weapon,Bloodtainted Greatsword,3,Claymore,None,None
898,2021-05-20,Born of Ocean Swell,weapon,Emerald Orb,3,Catalyst,None,None
899,2021-05-20,Born of Ocean Swell,weapon,Emerald Orb,3,Catalyst,None,None
900,2021-05-20,Born of Ocean Swell,weapon,Sharpshooter's Oath,3,Bow,None,None
901,2021-05-20,Born of Ocean Swell,weapon,Bloodtainted Greatsword,3,Claymore,None,None
902,2021-05-20,Born of Ocean Swell,weapon,Black Tassel,3,Polearm,None,None
903,2021-05-20,Born of Ocean Swell,char,Xinyan,4,Claymore,Pyro,F
904,2021-05-20,Born of Ocean Swell,weapon,Debate Club,3,Claymore,None,None
905,2021-05-20,Born of Ocean Swell,weapon,Debate Club,3,Claymore,None,None
906,2021-05-20,Born of Ocean Swell,weapon,Raven Bow,3,Bow,None,None
907,2021-05-20,Born of Ocean Swell,weapon,Magic Guide,3,Catalyst,None,None
908,2021-05-20,Born of Ocean Swell,weapon,Debate Club,3,Claymore,None,None
909,2021-05-20,Born of Ocean Swell,char,Ningguang,4,Catalyst,Geo,F
910,2021-05-20,Born of Ocean Swell,weapon,Debate Club,3,Claymore,None,None
911,2021-05-20,Born of Ocean Swell,weapon,Harbinger of Dawn,3,Sword,None,None
912,2021-05-20,Born of Ocean Swell,weapon,Slingshot,3,Bow,None,None
913,2021-05-20,Born of Ocean Swell,weapon,Bloodtainted Greatsword,3,Claymore,None,None
914,2021-05-20,Born of Ocean Swell,weapon,Ferrous Shadow,3,Claymore,None,None
915,2021-05-20,Born of Ocean Swell,weapon,Bloodtainted Greatsword,3,Claymore,None,None
916,2021-05-20,Born of Ocean Swell,weapon,Ferrous Shadow,3,Claymore,None,None
917,2021-05-20,Born of Ocean Swell,weapon,Cool Steel,3,Sword,None,None
918,2021-05-20,Born of Ocean Swell,weapon,Debate Club,3,Claymore,None,None
919,2021-05-20,Born of Ocean Swell,char,Xingqiu,4,Sword,Hydro,M
920,2021-05-20,Born of Ocean Swell,weapon,Slingshot,3,Bow,None,None
921,2021-05-20,Born of Ocean Swell,weapon,Emerald Orb,3,Catalyst,None,None
922,2021-05-20,Born of Ocean Swell,char,Xingqiu,4,Sword,Hydro,M
923,2021-05-20,Born of Ocean Swell,weapon,Skyrider Sword,3,Sword,None,None
924,2021-05-20,Born of Ocean Swell,weapon,Harbinger of Dawn,3,Sword,None,None
925,2021-05-20,Born of Ocean Swell,weapon,Ferrous Shadow,3,Claymore,None,None
926,2021-05-20,Born of Ocean Swell,weapon,Ferrous Shadow,3,Claymore,None,None
927,2021-05-20,Born of Ocean Swell,weapon,Ferrous Shadow,3,Claymore,None,None
928,2021-05-20,Born of Ocean Swell,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
929,2021-05-20,Born of Ocean Swell,weapon,Debate Club,3,Claymore,None,None
930,2021-05-20,Born of Ocean Swell,weapon,Slingshot,3,Bow,None,None
931,2021-05-20,Born of Ocean Swell,weapon,Debate Club,3,Claymore,None,None
932,2021-05-20,Born of Ocean Swell,char,Rosaria,4,Polearm,Cryo,F
933,2021-05-20,Born of Ocean Swell,weapon,Ferrous Shadow,3,Claymore,None,None
934,2021-05-20,Born of Ocean Swell,weapon,Harbinger of Dawn,3,Sword,None,None
935,2021-05-20,Born of Ocean Swell,weapon,Emerald Orb,3,Catalyst,None,None
936,2021-05-20,Born of Ocean Swell,weapon,Slingshot,3,Bow,None,None
937,2021-05-20,Born of Ocean Swell,weapon,Harbinger of Dawn,3,Sword,None,None
938,2021-05-20,Born of Ocean Swell,weapon,Cool Steel,3,Sword,None,None
939,2021-05-20,Born of Ocean Swell,char,Eula,5,Claymore,Cryo,F
940,2021-05-20,Born of Ocean Swell,weapon,Skyrider Sword,3,Sword,None,None
941,2021-05-20,Born of Ocean Swell,weapon,Emerald Orb,3,Catalyst,None,None
942,2021-05-20,Born of Ocean Swell,char,Beidou,4,Claymore,Electro,F
943,2021-05-20,Born of Ocean Swell,weapon,Sharpshooter's Oath,3,Bow,None,None
944,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
945,2021-06-12,Sparkling Steps,weapon,Debate Club,3,Claymore,None,None
946,2021-06-12,Sparkling Steps,weapon,Magic Guide,3,Catalyst,None,None
947,2021-06-12,Sparkling Steps,weapon,Bloodtainted Greatsword,3,Claymore,None,None
948,2021-06-12,Sparkling Steps,weapon,Ferrous Shadow,3,Claymore,None,None
949,2021-06-12,Sparkling Steps,weapon,Cool Steel,3,Sword,None,None
950,2021-06-12,Sparkling Steps,weapon,Cool Steel,3,Sword,None,None
951,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
952,2021-06-12,Sparkling Steps,char,Sucrose,4,Catalyst,Anemo,F
953,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
954,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
955,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
956,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
957,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
958,2021-06-12,Sparkling Steps,weapon,Raven Bow,3,Bow,None,None
959,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
960,2021-06-12,Sparkling Steps,weapon,Skyrider Sword,3,Sword,None,None
961,2021-06-12,Sparkling Steps,weapon,Harbinger of Dawn,3,Sword,None,None
962,2021-06-12,Sparkling Steps,char,Barbara,4,Catalyst,Hydro,F
963,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
964,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
965,2021-06-12,Sparkling Steps,weapon,Sacrificial Greatsword,4,Claymore,None,None
966,2021-06-12,Sparkling Steps,weapon,Thrilling Tales of Dragon Slayers,3,Catalyst,None,None
967,2021-06-12,Sparkling Steps,weapon,Slingshot,3,Bow,None,None
